id,attribute_id,music_id,animation_id,duration,creator,created_at,num_shares,game_id,is_ar,user_created_at,class,user_latitude,user_longitude,user_city,user_state,user_country,numWatched
a0fb0407-17ac-448c-9639-70c9df914d67,7ef48c9e-776d-4d24-8c2b-e3675b295767,da2fc9b0-32d5-4a1b-8b40-2706eb133bf0,6d7a0545-0bca-4bf4-a306-931e57d8ffe2,5.84,25c9a6e0-96b2-4c2f-8b77-6baad0173ac4,2021-08-30 03:54:57,7,4d54f6ab-cd8f-43a5-9be0-c497c2c32d24,true,2021-02-24 02:54:47,Viewer,-15.21194,-75.11028,Marcona,Ica,Peru,6
34b7dba1-4d90-4984-9d48-f8e75bed362b,80f5b187-f6e6-40f2-9b6e-fe62b67049a8,e2bf5d12-edc2-47cb-b23f-1f4f7c1a2292,542d7532-e88a-48ca-826f-c11f0f615bc4,3.3,5d92dc8c-d5f5-4bc3-b399-4b50e4113c56,2021-07-17 20:17:52,16,66653b7c-b600-49b3-a58c-d1862e91d426,false,2021-03-23 15:26:31,Viewer,55.82737,-4.0573,"",Scotland,United Kingdom,10
a1b57908-6dbb-4e71-99a9-3c4680908a37,4f91d2b6-bf42-4d3f-a8e8-acc3b07f647e,4ee0de5b-e27f-4d73-a3c6-52cf26e36c54,ace4c5e2-ef86-429a-aad3-23bef7a1c9f1,4.93,c21f25bf-6cb5-4d95-8bec-daaea49ca887,2021-09-26 21:25:46,5,8bd4c7be-fe87-45ad-990d-d131cd3d9c77,false,2021-09-19 10:10:20,Creator,-29.2975,-51.50361,"",Rio Grande do Sul,Brazil,7
8a7d92bf-5ddd-4730-8cce-9ae83f1fc0f9,7ef48c9e-776d-4d24-8c2b-e3675b295767,19e4db13-d854-4913-a8ca-3612ee1a6071,542d7532-e88a-48ca-826f-c11f0f615bc4,5.14,37d4e762-810a-483a-944b-251fd9c9bdad,2021-05-17 12:02:20,8,66653b7c-b600-49b3-a58c-d1862e91d426,true,2021-04-29 14:04:04,Creator,33.08014,-83.2321,"",Georgia,United States,8
8ce60e75-17ca-460a-8f94-fb4addd08344,3390e253-7815-4a3c-8169-fd2ab532e166,c3721b09-6896-465a-8e13-4d73efd06874,ace4c5e2-ef86-429a-aad3-23bef7a1c9f1,4.5,3ddea751-07db-4c2d-982e-4c849029796b,2021-12-13 03:23:35,6,66653b7c-b600-49b3-a58c-d1862e91d426,true,2021-11-11 15:50:02,Gamer,33.42585,-6.00137,"","",Morocco,10
c5aafcc5-eb68-4d6e-9bfc-5f95bc84f3a1,06c496ee-e884-42f9-ba39-010a66ed5296,b5b679a5-e769-4d95-82a6-f75e439b1ef9,2029f213-1719-4108-8125-25d465cf475d,2.53,49333b48-0b70-4cab-814b-ec56cb3d9eab,2021-11-04 00:01:50,4,4d54f6ab-cd8f-43a5-9be0-c497c2c32d24,true,2021-09-30 06:28:32,Gamer,40.85158,122.74754,Haicheng,Liaoning,China,5
edfaaffb-26a5-462c-953a-b79c3ca196e7,06c496ee-e884-42f9-ba39-010a66ed5296,8ff50feb-3b5d-4dd0-84b0-8409753bd166,542d7532-e88a-48ca-826f-c11f0f615bc4,4.59,09fcda95-6b40-47f7-a5ea-684a095b201d,2021-08-22 01:00:12,11,66653b7c-b600-49b3-a58c-d1862e91d426,false,2021-06-10 21:22:15,Viewer,29.69221,72.54566,Hasilpur,Punjab,Pakistan,17
8d76cc1a-c8b6-4a90-b907-c0e7c9fe4539,25e7fab9-abfb-4a74-a8cb-c3adbc6e3531,c3721b09-6896-465a-8e13-4d73efd06874,ab5dc9f1-deb4-44d4-88ff-62e473a060f4,2.87,f6e9f530-21cc-4fb4-a4e2-61844f38e825,2021-10-29 21:44:45,13,4d54f6ab-cd8f-43a5-9be0-c497c2c32d24,false,2021-08-11 11:27:48,Creator,-10.95817,-38.79084,"",Bahia,Brazil,11
3a54cb7a-64a0-4f9e-9842-031c9069e144,3390e253-7815-4a3c-8169-fd2ab532e166,e2bf5d12-edc2-47cb-b23f-1f4f7c1a2292,435320a3-8d3d-4a9d-b76b-2f2e268f7619,2.49,a9687973-bf1c-47f9-956a-1f07a24abe2a,2021-10-07 04:37:39,20,4d54f6ab-cd8f-43a5-9be0-c497c2c32d24,true,2021-09-06 21:08:28,Gamer,43.78956,7.60872,"",Liguria,Italy,6
d121f3b8-6f22-425d-8eb7-1a85bbec6eb6,25e7fab9-abfb-4a74-a8cb-c3adbc6e3531,3de11516-8627-47c3-98ab-265b429cac91,2029f213-1719-4108-8125-25d465cf475d,6.44,b8dd0996-af77-4440-904d-b27990757abb,2021-08-22 13:00:28,0,2609b6b5-3a08-451e-bce5-75fe506559d2,false,2021-06-22 07:44:02,Super Creator,43.62558,13.39954,"",Marche,Italy,13
9d96d574-661d-427c-8a39-cb66ba0f05d8,c3328117-4129-4d8b-8250-9479e9c6a389,8ff50feb-3b5d-4dd0-84b0-8409753bd166,08dda558-a151-45a2-8e43-1ba6f2891800,2.14,822fccc0-3580-495b-a09f-21a20d647398,2021-08-27 15:42:13,10,8bd4c7be-fe87-45ad-990d-d131cd3d9c77,false,2021-05-21 02:04:29,Super Creator,37.19723,122.05228,Wendeng District,Shandong,China,12
1efa48f3-f329-4eaa-a952-d601a77c28af,80f5b187-f6e6-40f2-9b6e-fe62b67049a8,da2fc9b0-32d5-4a1b-8b40-2706eb133bf0,ace4c5e2-ef86-429a-aad3-23bef7a1c9f1,5.4,7ba30e00-09f0-447c-b9e3-47defbfac2ff,2021-10-05 01:50:15,14,4d54f6ab-cd8f-43a5-9be0-c497c2c32d24,true,2021-09-20 05:35:37,Gamer,36.21544,65.93249,Sar-e Pol,Sar-e Pol Province,Afghanistan,7
eee42016-af0c-4454-b2fa-72725627819c,4712e9e6-bef1-4646-b21e-ca5336901bf9,8ff50feb-3b5d-4dd0-84b0-8409753bd166,716c02df-bd3a-41c9-b2be-86fb74ff3255,4.76,b0c299b0-3324-410d-ac83-12d3d1e6968f,2021-11-15 21:10:39,13,8bd4c7be-fe87-45ad-990d-d131cd3d9c77,true,2021-10-29 14:46:46,Super Creator,43.86682,-79.2663,Markham,Ontario,Canada,8
c2e81ecb-843f-4cf2-885b-2253dd2fa9de,80f5b187-f6e6-40f2-9b6e-fe62b67049a8,da2fc9b0-32d5-4a1b-8b40-2706eb133bf0,716c02df-bd3a-41c9-b2be-86fb74ff3255,6.71,b47eecec-b12e-4aac-9c40-e12c622e10e7,2021-06-25 03:46:00,0,8bd4c7be-fe87-45ad-990d-d131cd3d9c77,false,2021-06-15 13:45:15,Super Gamer,-5.41667,38.01667,"",Tanga,Tanzania,13
aeac7a28-d259-4457-8514-2d51cbe423af,e339ba35-ffef-403b-a17c-dd218fdbb915,b5b679a5-e769-4d95-82a6-f75e439b1ef9,542d7532-e88a-48ca-826f-c11f0f615bc4,2.21,1795cb84-ce0c-41db-8de5-a6091dda5dc9,2021-11-23 23:10:07,0,2609b6b5-3a08-451e-bce5-75fe506559d2,false,2021-07-16 09:31:06,Super Gamer,-12.91667,-39.25,"",Bahia,Brazil,11
a8892f1a-be5c-4848-9e50-7827b1fc1387,7ef48c9e-776d-4d24-8c2b-e3675b295767,d53234f4-1efb-4299-97c1-11658118cba5,7410fff9-7a21-4c93-8a54-a6f4c9e55b04,6.75,e8946992-d077-4187-b74d-15282dda9386,2021-07-23 04:48:22,18,2609b6b5-3a08-451e-bce5-75fe506559d2,true,2021-02-17 15:39:28,Creator,42.7,27.25,"","",Bulgaria,9
b63bef57-6925-4b82-a7da-9f0137771f5a,7ef48c9e-776d-4d24-8c2b-e3675b295767,4ee0de5b-e27f-4d73-a3c6-52cf26e36c54,542d7532-e88a-48ca-826f-c11f0f615bc4,3.75,53abd1b7-8f0e-49e1-9190-5800116072cc,2021-07-17 14:16:01,14,6ca0f645-a16b-42b0-9dc2-2ae952c83591,false,2021-03-17 19:28:59,Super Gamer,6.9909,79.883,"",Western Province,Sri Lanka,9
53d13a88-bd15-4919-b1b0-f49cebf9ff4c,3390e253-7815-4a3c-8169-fd2ab532e166,da2fc9b0-32d5-4a1b-8b40-2706eb133bf0,6d7a0545-0bca-4bf4-a306-931e57d8ffe2,2.97,6fbe8489-0d8d-4ff3-a5c7-5cb13bc715f7,2021-08-22 03:09:59,14,2609b6b5-3a08-451e-bce5-75fe506559d2,false,2021-01-21 15:40:50,Super Gamer,-3.5403,118.9707,"",West Sulawesi,Indonesia,9
6dc84978-8952-49ed-84f5-312c203bc512,4f91d2b6-bf42-4d3f-a8e8-acc3b07f647e,4ee0de5b-e27f-4d73-a3c6-52cf26e36c54,17dab81c-6180-4a4b-b539-91978a726cfd,5.57,f9032c5e-37b9-42f8-bc5d-794bf894c5f6,2021-06-27 22:53:08,6,6ca0f645-a16b-42b0-9dc2-2ae952c83591,true,2021-03-08 17:47:38,Super Creator,-5.85746,144.23058,Mount Hagen,Western Highlands,Papua New Guinea,8
791c41f4-57c1-4dd7-99e8-ade70ceffe4e,c3328117-4129-4d8b-8250-9479e9c6a389,3de11516-8627-47c3-98ab-265b429cac91,542d7532-e88a-48ca-826f-c11f0f615bc4,6.82,d2b18641-5ac6-4856-9af3-4bea63daf8f1,2021-10-28 23:32:34,2,6ca0f645-a16b-42b0-9dc2-2ae952c83591,false,2021-03-04 10:19:28,Gamer,39.08367,-84.50855,"",Kentucky,United States,18
18a8f3c9-70ff-4736-bbb7-34e951a76e86,4f91d2b6-bf42-4d3f-a8e8-acc3b07f647e,d53234f4-1efb-4299-97c1-11658118cba5,7410fff9-7a21-4c93-8a54-a6f4c9e55b04,6.65,14910a64-ae16-4d0c-9380-d182dd129b8d,2021-11-09 13:55:36,0,4d54f6ab-cd8f-43a5-9be0-c497c2c32d24,false,2021-09-25 20:29:45,Gamer,43.2907,5.4384,Marseille,Provence-Alpes-Côte d'Azur,France,14
ebc3ed6a-0dfd-470d-9090-cdca8713601b,c3328117-4129-4d8b-8250-9479e9c6a389,d53234f4-1efb-4299-97c1-11658118cba5,17dab81c-6180-4a4b-b539-91978a726cfd,5.9,75f82701-c310-4db4-852c-34e0b1d6abd7,2021-04-26 23:18:34,10,66653b7c-b600-49b3-a58c-d1862e91d426,true,2021-02-20 02:19:54,Gamer,-7.81667,112.01667,"",East Java,Indonesia,12
8e5e4bad-51c6-48ce-9bba-6627dcebc565,02b2b662-1b39-4d91-9417-dddc9451d8e1,4ee0de5b-e27f-4d73-a3c6-52cf26e36c54,b7bd5204-2976-4eb0-ab71-508a848bc325,6.08,b27e9f73-4514-462a-a265-35203930a9af,2021-09-27 15:54:00,5,2609b6b5-3a08-451e-bce5-75fe506559d2,true,2021-09-02 20:12:02,Super Gamer,46.32313,-0.45877,"",New Aquitaine,France,13
f0866eda-573f-45a9-adeb-36dbe355e455,4f91d2b6-bf42-4d3f-a8e8-acc3b07f647e,19e4db13-d854-4913-a8ca-3612ee1a6071,ace4c5e2-ef86-429a-aad3-23bef7a1c9f1,6.55,2a86e17e-d27b-43ff-9a4e-c666204f8acb,2021-11-09 06:18:29,18,4d54f6ab-cd8f-43a5-9be0-c497c2c32d24,false,2021-10-25 05:03:07,Creator,34.4833,136.84186,Toba,"",Japan,5
d198e23d-b94f-444f-a33c-a42d695e9eba,3390e253-7815-4a3c-8169-fd2ab532e166,19e4db13-d854-4913-a8ca-3612ee1a6071,b7bd5204-2976-4eb0-ab71-508a848bc325,6.99,0f4641ed-3815-426e-9c58-6b9dd3b41a3a,2021-12-15 04:19:27,20,2609b6b5-3a08-451e-bce5-75fe506559d2,false,2021-09-14 00:53:33,Super Gamer,9.89206,43.38531,"",Awdal,Somalia,9
3ca18d9d-0f26-4269-add5-d5f2627fadaf,e339ba35-ffef-403b-a17c-dd218fdbb915,da2fc9b0-32d5-4a1b-8b40-2706eb133bf0,b7bd5204-2976-4eb0-ab71-508a848bc325,2.33,1e77c24f-5637-4eac-b2cb-b64af6281d33,2021-07-02 21:25:52,1,66653b7c-b600-49b3-a58c-d1862e91d426,false,2021-06-11 19:57:53,Super Gamer,6.25947,102.05461,"",Narathiwat Province,Thailand,9
4f896f44-7371-4742-8f0a-51f6739424e9,3390e253-7815-4a3c-8169-fd2ab532e166,b5b679a5-e769-4d95-82a6-f75e439b1ef9,ff1a548b-e307-474c-a405-6370ca1a0639,2.59,dc9a54c4-2dc6-4e1b-924a-5835841ddbe0,2021-12-02 14:15:32,20,8bd4c7be-fe87-45ad-990d-d131cd3d9c77,true,2021-10-25 05:31:37,Creator,51.4781,57.3552,"",Orenburg Oblast,Russia,14
b7d4bf98-9a9d-497b-98e3-71353662ac26,25e7fab9-abfb-4a74-a8cb-c3adbc6e3531,19e4db13-d854-4913-a8ca-3612ee1a6071,4cfc4892-2c7e-46e3-8399-5b138285d394,3.47,ee74e2da-c2ca-4bde-abae-06902d2a7b61,2021-12-15 03:44:13,8,2609b6b5-3a08-451e-bce5-75fe506559d2,false,2021-12-15 01:36:54,Super Creator,-32.05251,115.88782,"",Western Australia,Australia,7
a07d8586-72c5-4544-a5ad-876d93a89edd,4712e9e6-bef1-4646-b21e-ca5336901bf9,3de11516-8627-47c3-98ab-265b429cac91,4cfc4892-2c7e-46e3-8399-5b138285d394,4.51,d56d6b35-df26-4633-99b1-1def3a8d5591,2021-12-04 04:54:42,17,66653b7c-b600-49b3-a58c-d1862e91d426,false,2021-12-01 00:01:27,Super Creator,48.35693,10.98461,"",Bavaria,Germany,11
cbc1532a-41a2-4a34-90a5-e4f127c25395,80f5b187-f6e6-40f2-9b6e-fe62b67049a8,e2bf5d12-edc2-47cb-b23f-1f4f7c1a2292,4cfc4892-2c7e-46e3-8399-5b138285d394,6.73,f27a2ea0-3d95-4767-9510-cf200662a289,2021-07-30 02:49:41,13,8bd4c7be-fe87-45ad-990d-d131cd3d9c77,false,2021-06-09 14:05:39,Super Gamer,21.53889,71.57737,"",Gujarat,India,11
6c14b65e-0382-46c8-a0f3-acffe6cd8d8c,06c496ee-e884-42f9-ba39-010a66ed5296,19e4db13-d854-4913-a8ca-3612ee1a6071,d167d0af-a662-48ad-bb39-5aa306fc8141,6.63,f8b1ef8a-bb85-4c6c-9555-2dc6815c45ae,2021-07-13 15:37:55,17,8bd4c7be-fe87-45ad-990d-d131cd3d9c77,true,2021-04-02 21:02:38,Super Gamer,39.22493,42.85693,"","",Turkey,11
6f8271dd-b88e-4bf0-8eda-b5c86f921444,4712e9e6-bef1-4646-b21e-ca5336901bf9,da2fc9b0-32d5-4a1b-8b40-2706eb133bf0,b7bd5204-2976-4eb0-ab71-508a848bc325,6.38,9bf611fa-73fb-4f5c-ab6e-9854d1c08f4d,2021-12-08 00:34:42,8,4d54f6ab-cd8f-43a5-9be0-c497c2c32d24,true,2021-11-23 05:30:07,Gamer,25.6439,77.9129,"",Madhya Pradesh,India,9
dc74f1ed-4467-4e3b-a81a-14c224efb1cc,80f5b187-f6e6-40f2-9b6e-fe62b67049a8,b5b679a5-e769-4d95-82a6-f75e439b1ef9,542d7532-e88a-48ca-826f-c11f0f615bc4,4.65,5d2f43fd-2aa4-4c36-a073-1cb0c5928912,2021-12-14 16:00:55,9,4d54f6ab-cd8f-43a5-9be0-c497c2c32d24,false,2021-08-05 00:03:23,Creator,37.49073,-2.77259,"",Andalusia,Spain,9
8988f6e7-7b21-4628-9655-fe5845c5008a,7ef48c9e-776d-4d24-8c2b-e3675b295767,e2bf5d12-edc2-47cb-b23f-1f4f7c1a2292,4cfc4892-2c7e-46e3-8399-5b138285d394,2.29,537651ba-033a-438c-832a-ac1ddb7027a1,2021-11-12 03:05:39,8,66653b7c-b600-49b3-a58c-d1862e91d426,true,2021-08-19 10:57:44,Creator,51.19139,6.51352,Korschenbroich,North Rhine-Westphalia,Germany,12
63b698bf-97f6-42a4-b589-a8a97d7ffe1f,7ef48c9e-776d-4d24-8c2b-e3675b295767,3de11516-8627-47c3-98ab-265b429cac91,6d7a0545-0bca-4bf4-a306-931e57d8ffe2,2.7,c33ec730-5fae-4fb3-910f-9ed6d296a98b,2021-10-06 09:10:46,18,2609b6b5-3a08-451e-bce5-75fe506559d2,true,2021-06-21 05:14:19,Creator,36.61033,-88.31476,"",Kentucky,United States,7
3c365d2d-3756-48dd-a705-42ca926d4ab4,25e7fab9-abfb-4a74-a8cb-c3adbc6e3531,c3721b09-6896-465a-8e13-4d73efd06874,6d7a0545-0bca-4bf4-a306-931e57d8ffe2,5.88,eebaa560-eaf4-4424-bf54-f8d74905975a,2021-11-20 08:38:25,20,6ca0f645-a16b-42b0-9dc2-2ae952c83591,true,2021-11-11 11:49:34,Creator,-15.21194,-75.11028,Marcona,Ica,Peru,10
